ordem_prioridade,lote_leitura,id_unico,doi,titulo,ano,eixo_tematico_preliminar,metodo_mcdm_especifico,tecnologia_especifica,necessita_leitura_completa
2936,30,REG_00672,10.1016/j.arcontrol.2017.04.003,Control problems in building energy retrofit and maintenance planning,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2937,30,REG_00941,10.1108/ijshe-09-2014-0133,Sustainable facility development: perceived benefits and challenges,2016,gestao_predial_contexto_publico_universitario,,,sim
2938,30,REG_01477,NA,A record breaking achievement confirming assets quality & reliability the first oil & gas company to obtain the new international standard ISO55001:2014 certification,2014,gestao_predial_sustentabilidade_geral,,,sim
2939,30,REG_00220,10.1108/jfm-04-2017-0017,Bridging the life cycle: a case study on facility management infrastructures and uses of BIM,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2940,30,REG_01422,10.11113/jt.v69.3113,A review of corrosion assessment model and parameters of drinking water distribution pipelines,2014,gestao_predial_sustentabilidade_geral,,,sim
2941,30,REG_00357,10.1016/j.autcon.2017.09.012,Data visualization and analysis of energy flow on a multi-zone building scale,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
2942,30,REG_00213,10.4018/978-1-5225-7314-2.ch032,Building Information Model for Existing Buildings for Facilities Management: RetroBIM Framework,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2943,30,REG_01423,10.11113/jt.v69.3237,A study to develop critical success factors of roads maintenance management system for sustainable facility management,2014,gestao_predial_sustentabilidade_geral,,,sim
2944,30,REG_01512,10.1177/1541931214581419,A user-centered approach to user-building interactions,2014,gestao_predial_sustentabilidade_geral,,,sim
2945,30,REG_00225,10.1002/9781119572626.ch2,Building information modeling,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2946,30,REG_01377,10.1061/(asce)co.1943-7862.0000823,"Achieving sustainable building maintenance through optimizing life-cycle carbon, cost, and labor: Case in Hong Kong",2014,gestao_predial_sustentabilidade_geral,,,sim
2947,30,REG_09184,10.1016/j.scs.2017.06.015,Developing a level of service (LOS) index for operational management of public buildings,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2948,30,REG_01364,10.1061/(asce)ae.1943-5568.0000140,Active monitoring and control of light fixtures during building construction and operation: Cyber-physical systems approach,2014,gestao_predial_sustentabilidade_geral,,,sim
2949,30,REG_00971,NA,Post occupancy evaluation (POE): A BREEAM excellent case study,2016,gestao_predial_biossistemica_conceitual,,,sim
2950,30,REG_00109,10.1016/j.rser.2018.03.064,Building information modeling for energy retrofitting – A review,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2951,30,REG_01358,10.1108/jfm-02-2013-0013,An investigation on policy direction and drivers for sustainable facilities management practice in Nigeria,2014,gestao_predial_sustentabilidade_geral,,,sim
2952,30,REG_07792,NA,"The economic challenges of deep energy renovation - Differences, similarities, and possible solutions in central Europe: Austria and Germany",2016,gestao_predial_contexto_publico_universitario,,,sim
2953,30,REG_00488,10.1016/j.rser.2016.12.071,Development of an energy efficiency rating system for existing buildings using Analytic Hierarchy Process – The case of Egypt,2017,gestao_predial_com_decisao_multicriterio,AHP,,sim
2954,30,REG_01318,10.1016/j.compind.2014.07.006,An ontology change management approach for facility management,2014,gestao_predial_sustentabilidade_geral,,,sim
2955,30,REG_00127,10.1016/j.jobe.2018.01.010,"Building life cycle applied to refurbishment of a traditional building from Oporto, Portugal",2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2956,30,REG_01380,10.1007/978-3-642-39578-9_52,Analysis on CO2 emissions of construction industry in China based on life cycle assessment,2014,gestao_predial_sustentabilidade_geral,,,sim
2957,30,REG_01409,10.1016/j.enbuild.2014.07.095,Applicability of LEED's energy and atmosphere category in three developing countries,2014,gestao_predial_sustentabilidade_geral,,,sim
2958,30,REG_00582,NA,Development of data warehouses and decision support systems for executives of educational facilities in northern Thailand to increase educational facility management capacity,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2959,30,REG_08105,10.1088/1757-899x/365/2/022054,Case study for the integration of geometrical analyses for structural condition assessment in building information models,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2960,30,REG_01510,10.1115/omae2014-23041,Application of de-icing techniques for Arctic offshore production facilities,2014,gestao_predial_sustentabilidade_geral,,,sim
2961,30,REG_01402,10.4028/www.scientific.net/amm.548-549.1804,Application of vertical planting technology in Green building,2014,gestao_predial_sustentabilidade_geral,,,sim
2962,30,REG_00502,10.1016/j.proeng.2017.08.059,Digital Technologies in Facility Management - The state of Practice and Research Challenges,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
2963,30,REG_00055,10.1108/bepam-12-2017-0131,Contractual challenges for BIM-based construction projects: a systematic review,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2964,30,REG_01492,NA,Approaches to the maintenance management in industrial companies: Requirements and assumptions,2014,gestao_predial_sustentabilidade_geral,,,sim
2965,30,REG_00841,10.1108/jfm-03-2015-0009,The performance-risk indicators (PRI) in building performance rating tool for higher education buildings,2016,gestao_predial_contexto_publico_universitario,,,sim
2966,30,REG_01333,10.1016/j.rtbm.2014.08.003,Assessing the environmental impact of inland waterway transport using a life-cycle assessment approach: The case of Flanders,2014,gestao_predial_sustentabilidade_geral,,,sim
2967,30,REG_00133,10.3390/su10051370,"Cultural Heritage conservation and sustainability based on surveying and modeling: The case of the 14th century building Corral del Carbón (Granada, Spain)",2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2968,30,REG_01403,10.14455/isec.res.2014.89,Assessment of leed requirements for energy and atmosphere for developing a local certification system,2014,gestao_predial_sustentabilidade_geral,,,sim
2969,30,REG_00370,10.1016/j.enbuild.2017.09.038,Ecological footprint of the use and maintenance phase of buildings: Maintenance tasks and final results,2017,gestao_predial_com_decisao_multicriterio,ANP,,sim
2970,30,REG_01520,NA,BUILDING MAINTENANCE IN THE MINHA CASA MINHA VIDA PROGRAM: A CASE STUDY,2014,gestao_predial_sustentabilidade_geral,,,sim
2971,30,REG_00863,10.1108/f-11-2014-0091,Reducing carbon footprint of facilities using a facility management approach,2016,gestao_predial_biossistemica_conceitual,,,sim
2972,30,REG_00041,10.1016/j.autcon.2018.07.010,Design-for-Safety knowledge library for BIM-integrated safety risk reviews,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2973,30,REG_01536,10.1016/j.proeng.2014.07.017,Best practice criteria for sustainable maintenance management of heritage buildings in Malaysia,2014,gestao_predial_sustentabilidade_geral,,,sim
2974,30,REG_00570,10.12989/mwt.2017.8.2.137,Economical selection of optimum pressurized hollow fiber membrane modules in water purification system using RbLCC,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2975,30,REG_01419,NA,"Building Surveying, Facilities Management and Engineering Conference, BSFMEC 2014",2014,gestao_predial_sustentabilidade_geral,,,sim
2976,30,REG_00280,NA,Development of Building Information Modelling (BIM) model to enhance services in maintenance of public building,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2977,30,REG_01535,10.1016/j.autcon.2014.02.015,Building automation and control systems: A case study to evaluate the energy and environmental performances of a lighting control system in offices,2014,gestao_predial_sustentabilidade_geral,,,sim
2978,30,REG_00793,10.3992/jgb.11.3.162.1,Water conservation: Observations from a higher education facility management perspective,2016,gestao_predial_contexto_publico_universitario,,,sim
2979,30,REG_01359,10.1108/jfm-05-2013-0025,Building integrated project and asset management teams for sustainable built infrastructure development,2014,gestao_predial_sustentabilidade_geral,,,sim
2980,30,REG_00414,10.1016/j.pce.2017.04.009,Factors influencing sustainability of communally-managed water facilities in rural areas of Zimbabwe,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2981,30,REG_00217,10.1108/f-03-2016-0028,Enabling an effective knowledge and information flow between the phases of building construction and facilities management,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2982,30,REG_01528,10.1061/9780784413548.216,"Challenges of Restoring an Altered Reservoir/Debris/Detention Basin to Its Maximum Potential Flood Mitigation Capacity - A Case Study in Ventura County, California",2014,gestao_predial_sustentabilidade_geral,,,sim
2983,30,REG_01413,10.1109/ice.2014.6871625,Context awareness and augmented reality in facility management,2014,gestao_predial_sustentabilidade_geral,,,sim
2984,30,REG_00009,10.1556/1848.2018.9.2.15,Facility management of smart buildings,2018,gestao_predial_com_tecnologia_aplicada,,outra tecnologia: smart building,sim
2985,30,REG_00431,10.1016/j.scs.2017.03.005,Hierarchy based information requirements for sustainable operations of buildings in QatarSergio,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
2986,30,REG_01400,NA,Critical factors that lead to green building operations and maintenance problems in Malaysia,2014,gestao_predial_sustentabilidade_geral,,,sim
2987,30,REG_01401,10.4028/www.scientific.net/amr.935.23,Critical factors that lead to green building operations and maintenance problems in Malaysia: A preliminary study,2014,gestao_predial_sustentabilidade_geral,,,sim
2988,30,REG_00205,10.22260/isarc2018/0116,Integrating facility management information into building information modelling using COBie: Current status and future directions,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2989,30,REG_01365,10.1016/j.enbuild.2014.02.005,Data mining in building automation system for improving building operational performance,2014,gestao_predial_sustentabilidade_geral,,,sim
2990,30,REG_09115,NA,IMPROVING THE ECONOMIC PERFORMANCE OF THE BUILDINGS LIFE CYCLE,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
2991,30,REG_01410,10.1007/978-3-642-44916-1_7,Defining sustainability requirements for design-build (DB) contractor selection in public sector projects,2014,gestao_predial_sustentabilidade_geral,,,sim
2992,30,REG_09232,10.1108/qae-10-2013-0041,A framework for measuring student and staff satisfaction with university campus facilities,2015,gestao_predial_contexto_publico_universitario,,,sim
2993,30,REG_00034,10.1109/eeeic.2018.8494628,Integration of BIM Solutions and IoT in Smart Houses,2018,gestao_predial_com_tecnologia_aplicada,,BIM; IoT,sim
2994,30,REG_00772,10.1051/matecconf/20166600085,Sustainability and the facilities management in Malaysia,2016,gestao_predial_biossistemica_conceitual,,,sim
2995,30,REG_01460,10.2495/sdp-v9-n3-337-361,Delivery and assessment of small island developments,2014,gestao_predial_sustentabilidade_geral,,,sim
2996,30,REG_00547,10.1108/imds-09-2016-0380,Improving conventional method on precast concrete building maintenance Towards BIM implementation,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
2997,30,REG_08152,10.1061/(asce)is.1943-555x.0000163,Development of a water infrastructure knowledge database,2014,gestao_predial_sustentabilidade_geral,,,sim
2998,30,REG_00010,10.1002/bate.201800044,Integration of FM-process data in a virtual building model,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
2999,30,REG_01435,10.1016/j.enbuild.2013.11.001,Driving factors for occupant-controlled space heating in residential buildings,2014,gestao_predial_sustentabilidade_geral,,,sim
3000,30,REG_08119,NA,International Conference on Sustainable Infrastructure 2017: Methodology - Proceedings of the International Conference on Sustainable Infrastructure 2017,2017,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
3001,31,REG_01498,NA,"Eight years of ultrafiltration, what we've learned, what we don't know",2014,gestao_predial_sustentabilidade_geral,,,sim
3002,31,REG_00146,10.1016/j.jksues.2016.03.001,Intelligent multi-objective optimization for building energy and comfort management,2018,gestao_predial_com_tecnologia_aplicada,,outra tecnologia: smart building,sim
3003,31,REG_01589,10.1108/f-09-2011-0077,Energy conservation and sustainability at Adobe Systems Incorporated,2014,gestao_predial_sustentabilidade_geral,,,sim
3004,31,REG_01480,NA,Energy management: A case study on the malaysian government office building,2014,gestao_predial_sustentabilidade_geral,,,sim
3005,31,REG_00038,10.1109/icice.2017.8479079,Need analysis of building maintenance: A case study in small-scale residential buildings based on the perceptions of construction industry,2018,gestao_predial_com_tecnologia_aplicada,,BIM,sim
3006,31,REG_01064,10.1108/f-11-2014-0090,Asset management using a hybrid backcasting/forecasting approach,2015,gestao_predial_contexto_publico_universitario,,,sim
